'SUP_00UO6','DIST_WWOEQ','HUB_ZN03','{"power": {"generators": 168, "fuel_liters": 49889.0}, "medical": 44175, "shelter": {"units": 6921, "blankets": 53515}, "essentials": {"food_tons": 904.200, "water_liters": 915167.000}, "hygiene_kits": 15064}'
'SUP_GIC6N','DIST_NZ4AW','HUB_N8NO','{"power": {"generators": 152, "fuel_liters": 37771.0}, "medical": 12914, "shelter": {"units": 6340, "blankets": 46280}, "essentials": {"food_tons": 286.100, "water_liters": 515582.000}, "hygiene_kits": 46663}'
'SUP_Z0D3H','DIST_RH2YN','HUB_17RP','{"power": {"generators": 518, "fuel_liters": 4614.0}, "medical": 39967, "shelter": {"units": 5489, "blankets": 73356}, "essentials": {"food_tons": 686.600, "water_liters": 529859.000}, "hygiene_kits": 8749}'
'SUP_DS2D6','DIST_VXJOY','HUB_WY5A','{"power": {"generators": 498, "fuel_liters": 57422.0}, "medical": 20163, "shelter": {"units": 244, "blankets": 15641}, "essentials": {"food_tons": 521.900, "water_liters": 506551.000}, "hygiene_kits": 19362}'
'SUP_YBULX','DIST_8XWAW','HUB_E5R7','{"power": {"generators": 577, "fuel_liters": 36752.0}, "medical": 9463, "shelter": {"units": 1218, "blankets": 34094}, "essentials": {"food_tons": 147.900, "water_liters": 216778.000}, "hygiene_kits": 12628}'
'SUP_MNBJA','DIST_HPJTY','HUB_MG14','{"power": {"generators": 840, "fuel_liters": 17874.0}, "medical": 14032, "shelter": {"units": 4383, "blankets": 62303}, "essentials": {"food_tons": 855.900, "water_liters": 494555.000}, "hygiene_kits": 64939}'
'SUP_R2IT3','DIST_KNSKE','HUB_XY8E','{"power": {"generators": 31, "fuel_liters": 53157.0}, "medical": 73069, "shelter": {"units": 8562, "blankets": 97345}, "essentials": {"food_tons": 467.300, "water_liters": 754370.000}, "hygiene_kits": 44214}'
'SUP_LBWEV','DIST_ELWVM','HUB_AT02','{"power": {"generators": 252, "fuel_liters": 73716.0}, "medical": 86294, "shelter": {"units": 9255, "blankets": 93349}, "essentials": {"food_tons": 184.200, "water_liters": 374994.000}, "hygiene_kits": 61611}'
'SUP_9AYQJ','DIST_GBPM4','HUB_6LJF','{"power": {"generators": 100, "fuel_liters": 1369.0}, "medical": 42819, "shelter": {"units": 2729, "blankets": 50506}, "essentials": {"food_tons": 577.200, "water_liters": 812925.000}, "hygiene_kits": 94380}'
'SUP_OYMG9','DIST_85Y8T','HUB_72U3','{"power": {"generators": 631, "fuel_liters": 70161.0}, "medical": 84937, "shelter": {"units": 5786, "blankets": 66349}, "essentials": {"food_tons": 461.800, "water_liters": 722941.000}, "hygiene_kits": 77703}'
'SUP_0ZMMU','DIST_JFH3B','HUB_B0YO','{"power": {"generators": 110, "fuel_liters": 66739.0}, "medical": 71363, "shelter": {"units": 1633, "blankets": 59882}, "essentials": {"food_tons": 866.300, "water_liters": 790370.000}, "hygiene_kits": 81535}'
'SUP_W3VOW','DIST_VROV7','HUB_BEIF','{"power": {"generators": 430, "fuel_liters": 34714.0}, "medical": 82024, "shelter": {"units": 6374, "blankets": 38328}, "essentials": {"food_tons": 73.000, "water_liters": 390210.000}, "hygiene_kits": 52866}'
'SUP_U8FYD','DIST_Z45B8','HUB_GPRT','{"power": {"generators": 848, "fuel_liters": 32672.0}, "medical": 39023, "shelter": {"units": 6010, "blankets": 5286}, "essentials": {"food_tons": 188.900, "water_liters": 252350.000}, "hygiene_kits": 89687}'
'SUP_5PBMC','DIST_VXVVX','HUB_EP1M','{"power": {"generators": 186, "fuel_liters": 34095.0}, "medical": 17983, "shelter": {"units": 1154, "blankets": 64271}, "essentials": {"food_tons": 829.400, "water_liters": 128574.000}, "hygiene_kits": 8478}'
'SUP_LC4ZX','DIST_W7E16','HUB_NGQ9','{"power": {"generators": 397, "fuel_liters": 68578.0}, "medical": 83462, "shelter": {"units": 6572, "blankets": 47566}, "essentials": {"food_tons": 534.500, "water_liters": 645267.000}, "hygiene_kits": 97131}'
'SUP_9HQJ0','DIST_O9ZOZ','HUB_476P','{"power": {"generators": 284, "fuel_liters": 62074.0}, "medical": 31633, "shelter": {"units": 7462, "blankets": 13780}, "essentials": {"food_tons": 332.700, "water_liters": 940036.000}, "hygiene_kits": 37653}'
'SUP_AQL8A','DIST_Y64Y8','HUB_SF6U','{"power": {"generators": 42, "fuel_liters": 87404.0}, "medical": 76344, "shelter": {"units": 4194, "blankets": 9130}, "essentials": {"food_tons": 424.400, "water_liters": 206765.000}, "hygiene_kits": 39125}'
'SUP_E04G3','DIST_RB2I3','HUB_UZMZ','{"power": {"generators": 942, "fuel_liters": 14705.0}, "medical": 25670, "shelter": {"units": 6399, "blankets": 24708}, "essentials": {"food_tons": 537.100, "water_liters": 720673.000}, "hygiene_kits": 37104}'
'SUP_T7R0Z','DIST_208Z8','HUB_ZN8F','{"power": {"generators": 899, "fuel_liters": 1782.0}, "medical": 31236, "shelter": {"units": 3266, "blankets": 91569}, "essentials": {"food_tons": 992.000, "water_liters": 434131.000}, "hygiene_kits": 42982}'
'SUP_8UAED','DIST_DTGUB','HUB_WQ11','{"power": {"generators": 99, "fuel_liters": 85503.0}, "medical": 19090, "shelter": {"units": 7759, "blankets": 9926}, "essentials": {"food_tons": 703.500, "water_liters": 453087.000}, "hygiene_kits": 9097}'
'SUP_E4DDJ','DIST_AK4OC','HUB_0FAU','{"power": {"generators": 244, "fuel_liters": 13878.0}, "medical": 37787, "shelter": {"units": 1205, "blankets": 81848}, "essentials": {"food_tons": 519.300, "water_liters": 861850.000}, "hygiene_kits": 42121}'
'SUP_WJRDT','DIST_98AHN','HUB_M6IH','{"power": {"generators": 249, "fuel_liters": 91082.0}, "medical": 75232, "shelter": {"units": 8498, "blankets": 58182}, "essentials": {"food_tons": 343.200, "water_liters": 588997.000}, "hygiene_kits": 20453}'
'SUP_QNRVI','DIST_70M8K','HUB_UCM7','{"power": {"generators": 34, "fuel_liters": 94800.0}, "medical": 59951, "shelter": {"units": 335, "blankets": 70657}, "essentials": {"food_tons": 829.900, "water_liters": 872732.000}, "hygiene_kits": 17091}'
'SUP_B8KRT','DIST_66M21','HUB_JVCB','{"power": {"generators": 225, "fuel_liters": 46955.0}, "medical": 91068, "shelter": {"units": 3169, "blankets": 88302}, "essentials": {"food_tons": 268.100, "water_liters": 991713.000}, "hygiene_kits": 46081}'
'SUP_WF1W7','DIST_3BCCE','HUB_CCTU','{"power": {"generators": 775, "fuel_liters": 67858.0}, "medical": 28111, "shelter": {"units": 5982, "blankets": 28480}, "essentials": {"food_tons": 736.300, "water_liters": 259581.000}, "hygiene_kits": 68283}'
'SUP_WFG7Y','DIST_SLUOT','HUB_8ICJ','{"power": {"generators": 470, "fuel_liters": 37885.0}, "medical": 29668, "shelter": {"units": 292, "blankets": 80933}, "essentials": {"food_tons": 221.300, "water_liters": 564828.000}, "hygiene_kits": 13405}'
'SUP_43EZ8','DIST_TJKXW','HUB_GRQC','{"power": {"generators": 522, "fuel_liters": 28893.0}, "medical": 40733, "shelter": {"units": 127, "blankets": 97822}, "essentials": {"food_tons": 728.400, "water_liters": 462478.000}, "hygiene_kits": 24986}'
'SUP_X6GCT','DIST_R968X','HUB_B4QZ','{"power": {"generators": 817, "fuel_liters": 68757.0}, "medical": 10048, "shelter": {"units": 4968, "blankets": 16938}, "essentials": {"food_tons": 67.000, "water_liters": 912913.000}, "hygiene_kits": 90104}'
'SUP_CKNKQ','DIST_NZBXP','HUB_I1OV','{"power": {"generators": 617, "fuel_liters": 24057.0}, "medical": 84404, "shelter": {"units": 8350, "blankets": 51614}, "essentials": {"food_tons": 173.400, "water_liters": 14997.000}, "hygiene_kits": 36658}'
'SUP_79ATU','DIST_P3IOH','HUB_KDWZ','{"power": {"generators": 919, "fuel_liters": 25849.0}, "medical": 69705, "shelter": {"units": 2101, "blankets": 97512}, "essentials": {"food_tons": 566.900, "water_liters": 591617.000}, "hygiene_kits": 32726}'
'SUP_N7XVU','DIST_OW0UF','HUB_LC7V','{"power": {"generators": 798, "fuel_liters": 97216.0}, "medical": 6786, "shelter": {"units": 4312, "blankets": 47750}, "essentials": {"food_tons": 289.400, "water_liters": 318830.000}, "hygiene_kits": 52833}'
'SUP_JQV5M','DIST_F7UX4','HUB_K9TJ','{"power": {"generators": 103, "fuel_liters": 10281.0}, "medical": 88325, "shelter": {"units": 7616, "blankets": 61990}, "essentials": {"food_tons": 255.600, "water_liters": 971672.000}, "hygiene_kits": 5745}'
'SUP_ATTR8','DIST_XM10T','HUB_TDPH','{"power": {"generators": 440, "fuel_liters": 24548.0}, "medical": 55797, "shelter": {"units": 8813, "blankets": 80881}, "essentials": {"food_tons": 520.000, "water_liters": 941077.000}, "hygiene_kits": 10530}'
'SUP_HN959','DIST_1F3D0','HUB_AU74','{"power": {"generators": 606, "fuel_liters": 54568.0}, "medical": 5039, "shelter": {"units": 333, "blankets": 34121}, "essentials": {"food_tons": 322.800, "water_liters": 156811.000}, "hygiene_kits": 96216}'
'SUP_4D3TR','DIST_U1NZ9','HUB_RH2J','{"power": {"generators": 126, "fuel_liters": 55984.0}, "medical": 78931, "shelter": {"units": 7786, "blankets": 59823}, "essentials": {"food_tons": 495.600, "water_liters": 287056.000}, "hygiene_kits": 2092}'
'SUP_YNYMO','DIST_F0N5W','HUB_BTBP','{"power": {"generators": 349, "fuel_liters": 72559.0}, "medical": 87647, "shelter": {"units": 8372, "blankets": 60239}, "essentials": {"food_tons": 821.200, "water_liters": 727855.000}, "hygiene_kits": 24410}'
'SUP_49XK9','DIST_OECJ9','HUB_YTRK','{"power": {"generators": 522, "fuel_liters": 74879.0}, "medical": 9167, "shelter": {"units": 2508, "blankets": 2562}, "essentials": {"food_tons": 376.500, "water_liters": 680684.000}, "hygiene_kits": 92759}'
'SUP_TGKZ3','DIST_GMHYO','HUB_GNF9','{"power": {"generators": 402, "fuel_liters": 22595.0}, "medical": 11360, "shelter": {"units": 2369, "blankets": 28440}, "essentials": {"food_tons": 345.400, "water_liters": 332550.000}, "hygiene_kits": 43913}'
'SUP_7HC5J','DIST_QIIL8','HUB_8IXS','{"power": {"generators": 208, "fuel_liters": 10123.0}, "medical": 68084, "shelter": {"units": 9313, "blankets": 73403}, "essentials": {"food_tons": 957.000, "water_liters": 682868.000}, "hygiene_kits": 62744}'
'SUP_UPE8R','DIST_N2PRB','HUB_DIR0','{"power": {"generators": 155, "fuel_liters": 99479.0}, "medical": 42282, "shelter": {"units": 997, "blankets": 52236}, "essentials": {"food_tons": 356.500, "water_liters": 413226.000}, "hygiene_kits": 81873}'
'SUP_GWI6Y','DIST_9YTKI','HUB_Q44N','{"power": {"generators": 537, "fuel_liters": 8645.0}, "medical": 71979, "shelter": {"units": 3426, "blankets": 12680}, "essentials": {"food_tons": 14.600, "water_liters": 315703.000}, "hygiene_kits": 4171}'
'SUP_V01L2','DIST_1M8ZO','HUB_ZJ6C','{"power": {"generators": 739, "fuel_liters": 67235.0}, "medical": 29765, "shelter": {"units": 7797, "blankets": 19464}, "essentials": {"food_tons": 803.700, "water_liters": 129233.000}, "hygiene_kits": 17010}'
'SUP_M2HYH','DIST_54P27','HUB_UYNQ','{"power": {"generators": 979, "fuel_liters": 84613.0}, "medical": 51702, "shelter": {"units": 4652, "blankets": 33249}, "essentials": {"food_tons": 877.400, "water_liters": 157206.000}, "hygiene_kits": 10191}'
'SUP_QC1D3','DIST_KVXU1','HUB_Q8LT','{"power": {"generators": 382, "fuel_liters": 4167.0}, "medical": 69668, "shelter": {"units": 2178, "blankets": 26995}, "essentials": {"food_tons": 276.500, "water_liters": 217051.000}, "hygiene_kits": 22530}'
'SUP_JSIFG','DIST_T72NW','HUB_GLA5','{"power": {"generators": 995, "fuel_liters": 42576.0}, "medical": 65383, "shelter": {"units": 8387, "blankets": 97810}, "essentials": {"food_tons": 96.100, "water_liters": 895558.000}, "hygiene_kits": 72764}'
'SUP_VP56Q','DIST_Y0F55','HUB_8BE3','{"power": {"generators": 110, "fuel_liters": 12568.0}, "medical": 96137, "shelter": {"units": 4257, "blankets": 60853}, "essentials": {"food_tons": 825.500, "water_liters": 818541.000}, "hygiene_kits": 63931}'
'SUP_KHULC','DIST_SPVHZ','HUB_FX5J','{"power": {"generators": 629, "fuel_liters": 77246.0}, "medical": 90054, "shelter": {"units": 6696, "blankets": 55270}, "essentials": {"food_tons": 784.500, "water_liters": 80818.000}, "hygiene_kits": 52471}'
'SUP_BQVTI','DIST_GPBTE','HUB_1OYB','{"power": {"generators": 163, "fuel_liters": 99481.0}, "medical": 81664, "shelter": {"units": 3151, "blankets": 88381}, "essentials": {"food_tons": 379.200, "water_liters": 958262.000}, "hygiene_kits": 58019}'
'SUP_E7G1H','DIST_2CQ8R','HUB_2DVX','{"power": {"generators": 40, "fuel_liters": 10440.0}, "medical": 24015, "shelter": {"units": 3785, "blankets": 28677}, "essentials": {"food_tons": 331.700, "water_liters": 126612.000}, "hygiene_kits": 13787}'
'SUP_Z428H','DIST_YZIDL','HUB_WMJV','{"power": {"generators": 924, "fuel_liters": 63429.0}, "medical": 45644, "shelter": {"units": 5293, "blankets": 6197}, "essentials": {"food_tons": 153.000, "water_liters": 282035.000}, "hygiene_kits": 94290}'
'SUP_R93SL','DIST_RY6QJ','HUB_9Y2H','{"power": {"generators": 441, "fuel_liters": 46462.0}, "medical": 24540, "shelter": {"units": 6977, "blankets": 72012}, "essentials": {"food_tons": 51.100, "water_liters": 111413.000}, "hygiene_kits": 7702}'
'SUP_EP1L5','DIST_FK37U','HUB_9PKP','{"power": {"generators": 163, "fuel_liters": 82601.0}, "medical": 71653, "shelter": {"units": 8046, "blankets": 14271}, "essentials": {"food_tons": 476.400, "water_liters": 643015.000}, "hygiene_kits": 95733}'
'SUP_US50F','DIST_Z1O7C','HUB_WFK6','{"power": {"generators": 605, "fuel_liters": 76944.0}, "medical": 12277, "shelter": {"units": 118, "blankets": 28116}, "essentials": {"food_tons": 137.100, "water_liters": 757206.000}, "hygiene_kits": 8207}'
'SUP_9ZJZ3','DIST_CX0JQ','HUB_FB9C','{"power": {"generators": 964, "fuel_liters": 83710.0}, "medical": 7889, "shelter": {"units": 3181, "blankets": 96128}, "essentials": {"food_tons": 67.900, "water_liters": 196940.000}, "hygiene_kits": 92851}'
'SUP_JXEO9','DIST_XMIM6','HUB_RGQX','{"power": {"generators": 963, "fuel_liters": 43706.0}, "medical": 72280, "shelter": {"units": 9248, "blankets": 26181}, "essentials": {"food_tons": 999.100, "water_liters": 731403.000}, "hygiene_kits": 4221}'
'SUP_BSMJR','DIST_H0J6B','HUB_ADMP','{"power": {"generators": 115, "fuel_liters": 49492.0}, "medical": 81938, "shelter": {"units": 6486, "blankets": 5173}, "essentials": {"food_tons": 518.800, "water_liters": 169795.000}, "hygiene_kits": 23700}'
'SUP_3TW9B','DIST_1VM8X','HUB_28BM','{"power": {"generators": 701, "fuel_liters": 6371.0}, "medical": 72034, "shelter": {"units": 539, "blankets": 31904}, "essentials": {"food_tons": 527.300, "water_liters": 588009.000}, "hygiene_kits": 24123}'
'SUP_G1S5V','DIST_07EN1','HUB_5RGT','{"power": {"generators": 291, "fuel_liters": 31527.0}, "medical": 75930, "shelter": {"units": 8934, "blankets": 18923}, "essentials": {"food_tons": 664.000, "water_liters": 607260.000}, "hygiene_kits": 54367}'
'SUP_L3HYL','DIST_VS4LS','HUB_J680','{"power": {"generators": 776, "fuel_liters": 29087.0}, "medical": 73538, "shelter": {"units": 2744, "blankets": 71362}, "essentials": {"food_tons": 407.400, "water_liters": 117255.000}, "hygiene_kits": 88994}'
'SUP_9C4YD','DIST_RZW7U','HUB_S1SE','{"power": {"generators": 164, "fuel_liters": 25111.0}, "medical": 6550, "shelter": {"units": 8424, "blankets": 52201}, "essentials": {"food_tons": 989.000, "water_liters": 870788.000}, "hygiene_kits": 14403}'
'SUP_ZE586','DIST_2LPYL','HUB_L5Q8','{"power": {"generators": 121, "fuel_liters": 24282.0}, "medical": 16071, "shelter": {"units": 5842, "blankets": 99625}, "essentials": {"food_tons": 500.600, "water_liters": 495357.000}, "hygiene_kits": 1039}'
'SUP_SCCRD','DIST_5R59R','HUB_SWU8','{"power": {"generators": 768, "fuel_liters": 65603.0}, "medical": 92138, "shelter": {"units": 420, "blankets": 83425}, "essentials": {"food_tons": 695.900, "water_liters": 290938.000}, "hygiene_kits": 52670}'
'SUP_OZJGM','DIST_0HTHP','HUB_U1BF','{"power": {"generators": 541, "fuel_liters": 9035.0}, "medical": 28221, "shelter": {"units": 5570, "blankets": 12096}, "essentials": {"food_tons": 529.200, "water_liters": 683726.000}, "hygiene_kits": 84842}'
'SUP_744I4','DIST_HS367','HUB_ZECM','{"power": {"generators": 693, "fuel_liters": 44357.0}, "medical": 69522, "shelter": {"units": 5079, "blankets": 98442}, "essentials": {"food_tons": 741.700, "water_liters": 225325.000}, "hygiene_kits": 53654}'
'SUP_YD9DX','DIST_FS88C','HUB_V85Q','{"power": {"generators": 248, "fuel_liters": 64183.0}, "medical": 97252, "shelter": {"units": 5887, "blankets": 83899}, "essentials": {"food_tons": 51.900, "water_liters": 305186.000}, "hygiene_kits": 77641}'
'SUP_93HBD','DIST_I3X6A','HUB_NNRF','{"power": {"generators": 598, "fuel_liters": 99413.0}, "medical": 20584, "shelter": {"units": 5073, "blankets": 69471}, "essentials": {"food_tons": 346.900, "water_liters": 322073.000}, "hygiene_kits": 58572}'
'SUP_DYPAT','DIST_8O6W9','HUB_VDF4','{"power": {"generators": 862, "fuel_liters": 77395.0}, "medical": 44122, "shelter": {"units": 2165, "blankets": 7142}, "essentials": {"food_tons": 777.600, "water_liters": 819298.000}, "hygiene_kits": 99325}'
'SUP_FTQ5I','DIST_M1STJ','HUB_HFR0','{"power": {"generators": 803, "fuel_liters": 12961.0}, "medical": 74211, "shelter": {"units": 3161, "blankets": 32292}, "essentials": {"food_tons": 772.800, "water_liters": 510954.000}, "hygiene_kits": 23130}'
'SUP_AKHNU','DIST_DNJ38','HUB_PEPH','{"power": {"generators": 475, "fuel_liters": 1323.0}, "medical": 27576, "shelter": {"units": 7108, "blankets": 65451}, "essentials": {"food_tons": 586.800, "water_liters": 286935.000}, "hygiene_kits": 87974}'
'SUP_VPWAO','DIST_Y3SKJ','HUB_QCAT','{"power": {"generators": 561, "fuel_liters": 84628.0}, "medical": 34267, "shelter": {"units": 5384, "blankets": 59101}, "essentials": {"food_tons": 955.300, "water_liters": 577442.000}, "hygiene_kits": 98694}'
'SUP_LXKPC','DIST_5E9LA','HUB_KV5J','{"power": {"generators": 796, "fuel_liters": 87282.0}, "medical": 7582, "shelter": {"units": 7954, "blankets": 25974}, "essentials": {"food_tons": 749.400, "water_liters": 441386.000}, "hygiene_kits": 6726}'
'SUP_RY0BM','DIST_EQY4O','HUB_4IOT','{"power": {"generators": 764, "fuel_liters": 59386.0}, "medical": 66095, "shelter": {"units": 3837, "blankets": 67797}, "essentials": {"food_tons": 716.400, "water_liters": 559356.000}, "hygiene_kits": 51859}'
'SUP_E2UNH','DIST_823EV','HUB_H1CK','{"power": {"generators": 466, "fuel_liters": 87307.0}, "medical": 98998, "shelter": {"units": 8779, "blankets": 98898}, "essentials": {"food_tons": 42.200, "water_liters": 420949.000}, "hygiene_kits": 21023}'
'SUP_9CHPT','DIST_GM3MR','HUB_5LKE','{"power": {"generators": 886, "fuel_liters": 70331.0}, "medical": 61610, "shelter": {"units": 3081, "blankets": 74379}, "essentials": {"food_tons": 168.400, "water_liters": 147812.000}, "hygiene_kits": 50265}'
'SUP_EKH9P','DIST_P9J7X','HUB_PGDP','{"power": {"generators": 453, "fuel_liters": 97772.0}, "medical": 2388, "shelter": {"units": 5748, "blankets": 7919}, "essentials": {"food_tons": 12.400, "water_liters": 468418.000}, "hygiene_kits": 99171}'
'SUP_U8F51','DIST_MX05U','HUB_O5UJ','{"power": {"generators": 356, "fuel_liters": 10298.0}, "medical": 56209, "shelter": {"units": 8875, "blankets": 90591}, "essentials": {"food_tons": 378.800, "water_liters": 792781.000}, "hygiene_kits": 34491}'
'SUP_ZEJJN','DIST_K3H3W','HUB_LVMN','{"power": {"generators": 569, "fuel_liters": 31843.0}, "medical": 28871, "shelter": {"units": 1224, "blankets": 38214}, "essentials": {"food_tons": 377.800, "water_liters": 482111.000}, "hygiene_kits": 5702}'
'SUP_RN5J2','DIST_QVCU8','HUB_FCLJ','{"power": {"generators": 407, "fuel_liters": 45265.0}, "medical": 65324, "shelter": {"units": 6915, "blankets": 71258}, "essentials": {"food_tons": 552.500, "water_liters": 809281.000}, "hygiene_kits": 34035}'
